"Grupo","Grupo(RAW)","Aparato","Aparato(RAW)","Sensor","Sensor(RAW)","Estado","Estado(RAW)"
"Sur Andalucía de Telecomunicaciones","Sur Andalucía de Telecomunicaciones","334603_Andalucía de Comunicaciones (Mikrotik)","334603_Andalucía de Comunicaciones (Mikrotik)","","","Disponible","3"
"SYRIANA","SYRIANA","rou_1-7TYOA-Syriana Riudellots (Airenetworks ) 10/10","rou_1-7TYOA-Syriana Riudellots (Airenetworks ) 10/10","","","Disponible","3"
"SYRIANA","SYRIANA","SYRIANA_Alcorcon_Principal (Syriana_100M_TESA_Principal_Alcorcon) [Cisco IOS Cisco Device]","SYRIANA_Alcorcon_Principal (Syriana_100M_TESA_Principal_Alcorcon) [Cisco IOS Cisco Device]","","","Disponible","3"
"SYRIANA","SYRIANA","10.97.23.176 (Syriana_20M_Opentel_Backup_Alcorcon)","10.97.23.176 (Syriana_20M_Opentel_Backup_Alcorcon)","","","Disponible","3"
"SYRIANA","SYRIANA","Syriana_Barcelona_LTE_Backup (Circuito Backup_Syriana_Girona_10M_LTE) [Cisco IOS Cisco Device]","Syriana_Barcelona_LTE_Backup (Circuito Backup_Syriana_Girona_10M_LTE) [Cisco IOS Cisco Device]","","","Disponible","3"
"SYRIANA","SYRIANA","Sryana_Barcelona_#5526_Principal (Circuito Principal_ Syriana_Girona_100M_Adamo) [Cisco IOS Cisco Device]","Sryana_Barcelona_#5526_Principal (Circuito Principal_ Syriana_Girona_100M_Adamo) [Cisco IOS Cisco Device]","","","Disponible","3"
"SYRIANA","SYRIANA","10.97.130.141 (Syriana -- Sor Eulalia Anzizu--Barcelona) [Webserver]","10.97.130.141 (Syriana -- Sor Eulalia Anzizu--Barcelona) [Webserver]","","","Disponible","3"
"SYRIANA","SYRIANA","337573_Syriana_100M_ONO (Syriana_Zaragoza_Principa_100M_ONO) [Cisco IOS Cisco Device]","337573_Syriana_100M_ONO (Syriana_Zaragoza_Principa_100M_ONO) [Cisco IOS Cisco Device]","","","Disponible","3"
"T92","T92","227000_T92","227000_T92","","","Disponible","3"
"T92","T92","swi_227000","swi_227000","","","Disponible","3"
"TACACS","TACACS","TACACS_SERVER VirtualBox","TACACS_SERVER VirtualBox","","","Disponible","3"
"TAISA","TAISA","TAISA_330781 (TAISA 20Mb)","TAISA_330781 (TAISA 20Mb)","","","Disponible","3"
"TALLERES JUAN LASA","TALLERES JUAN LASA","335753_JuanLasa_#4865","335753_JuanLasa_#4865","","","Disponible","3"
"Talleres la Baronia","Talleres la Baronia","Talleres la Baronia 4M","Talleres la Baronia 4M","","","Disponible","3"
"TALLERES UREÑA","TALLERES UREÑA","F41005_Talleres_Ureña","F41005_Talleres_Ureña","","","Disponible","3"
"TCT","TCT","TCT Voip [Cisco IOS ADSL Cisco Device]","TCT Voip [Cisco IOS ADSL Cisco Device]","","","Pausado","8"
"TECNIBAT","TECNIBAT","334388 Tecnibat","334388 Tecnibat","","","Disponible","3"
"TELCOM","TELCOM","FTTH_626527 (Telcom) [Cisco IOS Cisco Device]","FTTH_626527 (Telcom) [Cisco IOS Cisco Device]","","","Disponible","3"
"TELECONTACT (INCONCERT)","TELECONTACT (INCONCERT)","rou_Tunnel_Telecontact_Telvent_BCN","rou_Tunnel_Telecontact_Telvent_BCN","","","Disponible","3"
"TELECONTACT (INCONCERT)","TELECONTACT (INCONCERT)","333775 Telecontact (Sellbytell)","333775 Telecontact (Sellbytell)","","","Disponible","3"
"TELECONTACT (INCONCERT)","TELECONTACT (INCONCERT)","200834_Telecontact_Sarenet","200834_Telecontact_Sarenet","","","Disponible","3"
"TELECONTACT (INCONCERT)","TELECONTACT (INCONCERT)","200834_NEW_CALL(Santa Lucia ONO)","200834_NEW_CALL(Santa Lucia ONO)","","","Disponible","3"
"TELECONTACT (INCONCERT)","TELECONTACT (INCONCERT)","rou_Telecontact(SantaLucia) (TESA)","rou_Telecontact(SantaLucia) (TESA)","","","Disponible","3"
"TELECONTACT (INCONCERT)","TELECONTACT (INCONCERT)","200834_NEWCALL_M.Yuste_PPAL_FTTH_100M Sarenet","200834_NEWCALL_M.Yuste_PPAL_FTTH_100M Sarenet","","","Disponible","3"
"TELECONTACT (INCONCERT)","TELECONTACT (INCONCERT)","200834_NEWCALL_M.Yuste_BCKP_LTE","200834_NEWCALL_M.Yuste_BCKP_LTE","","","Disponible","3"
"TELECONTACT (INCONCERT)","TELECONTACT (INCONCERT)","326907_SWI_Inconcert_Telvent_BCN","326907_SWI_Inconcert_Telvent_BCN","","","Disponible","3"
"TELECONTACT (INCONCERT)","TELECONTACT (INCONCERT)","326907_SWI_Inconcert_I02","326907_SWI_Inconcert_I02","","","Disponible","3"
"TELECONTACT (INCONCERT)","TELECONTACT (INCONCERT)","326907_SWI_Inconcert_I01","326907_SWI_Inconcert_I01","","","Disponible","3"
"TELEFIBRA HUELVA (GIBRALEON)","TELEFIBRA HUELVA (GIBRALEON)","Telefibra Huelva - CEX Conquero","Telefibra Huelva - CEX Conquero","","","Disponible","3"
"TELEFIBRA HUELVA (GIBRALEON)","TELEFIBRA HUELVA (GIBRALEON)","rou_F33332_Telefibra_Huelva 300Mbps","rou_F33332_Telefibra_Huelva 300Mbps","","","Disponible","3"
"TELEFIBRA HUELVA (GIBRALEON)","TELEFIBRA HUELVA (GIBRALEON)","CEX Conquero - Telefibra Huelva","CEX Conquero - Telefibra Huelva","","","Disponible","3"
"TELEMARK","TELEMARK","331382_TELEMARK_100M","331382_TELEMARK_100M","","","Disponible","3"
"TELEVIDEO ANDALUCIA","TELEVIDEO ANDALUCIA","Armilla - CPD Trevenque (Device 4)","Armilla - CPD Trevenque (Device 4)","","","Disponible","3"
"TELEVIDEO ANDALUCIA","TELEVIDEO ANDALUCIA","CPD Trevenque - Armilla (Device 3)","CPD Trevenque - Armilla (Device 3)","","","Disponible","3"
"TELEVIDEO ANDALUCIA","TELEVIDEO ANDALUCIA","216116_Televideo_Andalucia_500M (216116 Televideo Andalucia)","216116_Televideo_Andalucia_500M (216116 Televideo Andalucia)","","","Disponible","3"
"Television Cable Digital Palos","Television Cable Digital Palos","CPD ONO Huelva - TCD Palos #1","CPD ONO Huelva - TCD Palos #1","","","Disponible","3"
"Television Cable Digital Palos","Television Cable Digital Palos","SWI 254000 - Televisión Cable Digital_Palos","SWI 254000 - Televisión Cable Digital_Palos","","","Disponible","3"
"Television Cable Digital Palos","Television Cable Digital Palos","TCD Palos - CPD ONO Huelva #1","TCD Palos - CPD ONO Huelva #1","","","Disponible","3"
"TELPLAY","TELPLAY","288000_Telplay_swi","288000_Telplay_swi","","","Disponible","3"
"TELPLAY","TELPLAY","288000_Telplay_cpe","288000_Telplay_cpe","","","Pausado (pausado)","7"
"TELPLAY-pruebas","TELPLAY-pruebas","host prueba TELPLAY","host prueba TELPLAY","","","Disponible","3"
"TELPLAY-pruebas","TELPLAY-pruebas","AGW_MURCIA_XTRA","AGW_MURCIA_XTRA","","","Disponible","3"
"TELVENT Sevilla","TELVENT Sevilla","AGW_04_Sev-1_IP_Backup_Malaga","AGW_04_Sev-1_IP_Backup_Malaga","","","Disponible","3"
"TELVENT Sevilla","TELVENT Sevilla","AGW_04_Sev-1","AGW_04_Sev-1","","","Disponible","3"
"TELVENT Sevilla","TELVENT Sevilla","SWI_IGMP_02","SWI_IGMP_02","","","Disponible","3"
"TELVENT Sevilla","TELVENT Sevilla","PC Pruebas IGMP Sevilla","PC Pruebas IGMP Sevilla","","","Disponible","3"
"T-FORMA","T-FORMA","T-forma_335881_LTE","T-forma_335881_LTE","","","Disponible","3"
"T-FORMA","T-FORMA","335881_T-forma_100M_Ono_Principal","335881_T-forma_100M_Ono_Principal","","","Disponible","3"
"T-FORMA CONSULTORA DE EMPRESAS S.L","T-FORMA CONSULTORA DE EMPRESAS S.L","F33817 T-FORMA CONSULTORA DE EMPRESAS S.L","F33817 T-FORMA CONSULTORA DE EMPRESAS S.L","","","Disponible","3"
"THALES ALENIA SPACE ESP","THALES ALENIA SPACE ESP","337966_THALES_100M_UFINET","337966_THALES_100M_UFINET","","","Disponible","3"
"THALES ALENIA SPACE ESP","THALES ALENIA SPACE ESP","F42277_Thales_10M_Ufinet (F42277 THALES ALENIA SPACE 20Mb Ufinet) [Cisco IOS Cisco Device]","F42277_Thales_10M_Ufinet (F42277 THALES ALENIA SPACE 20Mb Ufinet) [Cisco IOS Cisco Device]","","","Disponible","3"
"TICKETEA S.L.","TICKETEA S.L.","Ticketea_FTTH_Sarenet_335611","Ticketea_FTTH_Sarenet_335611","","","Disponible","3"
"TORRES JMC","TORRES JMC","216135_TV_Mazarron_BCKP_AIRENETWORKS","216135_TV_Mazarron_BCKP_AIRENETWORKS","","","Disponible","3"
"TORRES JMC","TORRES JMC","AGW_MURCIA_01","AGW_MURCIA_01","","","Disponible","3"
"TORRES JMC - RICOTE (Radio Ceragon)","TORRES JMC - RICOTE (Radio Ceragon)","10.97.253.17 (CEA Ricote - Torres JMC)","10.97.253.17 (CEA Ricote - Torres JMC)","","","Disponible","3"
"TORRES JMC - RICOTE (Radio Ceragon)","TORRES JMC - RICOTE (Radio Ceragon)","10.97.253.16 (Torres JMC - CEA Ricote)","10.97.253.16 (Torres JMC - CEA Ricote)","","","Disponible","3"
"TORRES RIBELLES","TORRES RIBELLES","TorresyRibelles_330777 (330777_TORRES_RIBELLES) [Cisco IOS Cisco Device]","TorresyRibelles_330777 (330777_TORRES_RIBELLES) [Cisco IOS Cisco Device]","","","Pausado","8"
"TOURON","TOURON","10.97.251.9 (CPD Ibercom - Touron) [Webserver]","10.97.251.9 (CPD Ibercom - Touron) [Webserver]","","","Disponible","3"
"TOURON","TOURON","10.97.251.10 (Touron - CPD Ibercom) [Webserver]","10.97.251.10 (Touron - CPD Ibercom) [Webserver]","","","Disponible","3"
"TOURON","TOURON","10.97.19.209 (1-17DY_CPE) [Webserver]","10.97.19.209 (1-17DY_CPE) [Webserver]","","","Disponible","3"
"TRANSCOM","TRANSCOM","Transcom_Atica_20M_FIBRA","Transcom_Atica_20M_FIBRA","","","Disponible","3"
"TRANSCOM","TRANSCOM","Transcom_Atica_20M_Bckp_VDSL","Transcom_Atica_20M_Bckp_VDSL","","","Disponible","3"
"TRANSCOM","TRANSCOM","Transcom_San Fernando","Transcom_San Fernando","","","Disponible","3"
"TRANSCOM","TRANSCOM","TRANSCOM_ATICA_SWITCH","TRANSCOM_ATICA_SWITCH","","","Disponible","3"
"TRANSCOM","TRANSCOM","Transcom_Atica_2M_Vdsl_Vigor","Transcom_Atica_2M_Vdsl_Vigor","","","Disponible","3"
"TRANSCOM","TRANSCOM","Transcom_Atica_NAT_GWs_Acens","Transcom_Atica_NAT_GWs_Acens","","","Disponible","3"
"TRANSCOM","TRANSCOM","Transcom_Atica_VPN (BGP con S. Fernando)","Transcom_Atica_VPN (BGP con S. Fernando)","","","Disponible","3"
"TRANSDINA S.A._","TRANSDINA S.A._","1-AOQTC_TRANSDINA (TRANSDINA S.A._1-AOQTC_20M_Aire) [Cisco IOS Cisco Device]","1-AOQTC_TRANSDINA (TRANSDINA S.A._1-AOQTC_20M_Aire) [Cisco IOS Cisco Device]","","","Disponible","3"
"TRANSPORTES MOSO DIEZ TMD","TRANSPORTES MOSO DIEZ TMD","710715_Transportes_Moso_Diez","710715_Transportes_Moso_Diez","","","Disponible","3"
"TRANSPORTES PLAZA","TRANSPORTES PLAZA","Antena cliente","Antena cliente","","","Disponible","3"
"TRANSPORTES PLAZA","TRANSPORTES PLAZA","337593_Transportes_Plaza","337593_Transportes_Plaza","","","Disponible","3"
"Trinidad Lopez","Trinidad Lopez","Marchena - CEX Carmona (Device 4)","Marchena - CEX Carmona (Device 4)","","","Disponible","3"
"Trinidad Lopez","Trinidad Lopez","CEX Carmona - Marchena (Device 3)","CEX Carmona - Marchena (Device 3)","","","Disponible","3"
"Trinidad Lopez","Trinidad Lopez","rou_216438_Trinidad_Lopez_BGP_Backup_Malaga","rou_216438_Trinidad_Lopez_BGP_Backup_Malaga","","","Disponible","3"
"Trinidad Lopez","Trinidad Lopez","rou_216438_Trinidad_Lopez_100Mbps","rou_216438_Trinidad_Lopez_100Mbps","","","Disponible","3"
"Troncal Santo Pitar - MDC","Troncal Santo Pitar - MDC","AGW_18_SANTOPITAR","AGW_18_SANTOPITAR","","","Disponible","3"
"Troncal Santo Pitar - MDC","Troncal Santo Pitar - MDC","CPD MALAGA DATACENTER - CEX SANTO PITAR (Antena Ceragon en MDC)","CPD MALAGA DATACENTER - CEX SANTO PITAR (Antena Ceragon en MDC)","","","Disponible","3"
"Troncal Santo Pitar - MDC","Troncal Santo Pitar - MDC","Antena Ceragon Nodo-Axion","Antena Ceragon Nodo-Axion","","","Disponible","3"
"TROX","TROX","326498_TROX_BCN_FTTH300M (TROX_BCN_326498_FTTH 300M BT) [Cisco IOS Cisco Device]","326498_TROX_BCN_FTTH300M (TROX_BCN_326498_FTTH 300M BT) [Cisco IOS Cisco Device]","","","Disponible","3"
"TROX","TROX","TROX_SEV_FTTH 300M BT","TROX_SEV_FTTH 300M BT","","","Disponible","3"
"TROX","TROX","TROX_BILB_FTTH_300M_326498","TROX_BILB_FTTH_300M_326498","","","Disponible","3"
"TROX","TROX","TROX_ZARAG_326498","TROX_ZARAG_326498","","","Disponible","3"
"TROX","TROX","TROX_MAD_326498","TROX_MAD_326498","","","Disponible","3"
"TROX","TROX","Trox Zaragoza bck E1 BT Conectado al AGR7 Ser6/0","Trox Zaragoza bck E1 BT Conectado al AGR7 Ser6/0","","","Disponible","3"
"TV LOJA","TV LOJA","CPE Loja Vlan 164","CPE Loja Vlan 164","","","Disponible","3"
"TV LOJA","TV LOJA","CPE Paravisa Vlan 3622","CPE Paravisa Vlan 3622","","","Disponible","3"
"TV LOJA","TV LOJA","216073 TV LOJA Comunicaciones (AGW13-ITX)","216073 TV LOJA Comunicaciones (AGW13-ITX)","","","Disponible","3"
"TV LOJA","TV LOJA","CPE Durcatel Vlan 3610","CPE Durcatel Vlan 3610","","","Disponible","3"
"TV MAZARRON","TV MAZARRON","Swi_216135_TV_Mazarron [Cisco IOS Cisco Device]","Swi_216135_TV_Mazarron [Cisco IOS Cisco Device]","","","Pausado","8"
"TV MAZARRON","TV MAZARRON","rou_216135_TV_Mazarron","rou_216135_TV_Mazarron","","","Pausado","8"
"TVC PINOS PUENTE","TVC PINOS PUENTE","216009_Pinospuente","216009_Pinospuente","","","Disponible","3"
"TVC PINOS PUENTE","TVC PINOS PUENTE","CE Parapanda - Pinos Puente","CE Parapanda - Pinos Puente","","","Disponible","3"
"TVC PINOS PUENTE","TVC PINOS PUENTE","Pinos Puente - CE Parapanda","Pinos Puente - CE Parapanda","","","Disponible","3"
"TXAHALBEI","TXAHALBEI","336086 Txahalbei FTTH 10M","336086 Txahalbei FTTH 10M","","","Disponible","3"
"UNION SINDICAL OBRERA","UNION SINDICAL OBRERA","10.97.123.177 (Union Sindical Obrera) [Webserver]","10.97.123.177 (Union Sindical Obrera) [Webserver]","","","Pausado","8"
"UNITED EUROPHIL S.A.","UNITED EUROPHIL S.A.","10.97.18.220 (rou_320340_Europhil) [Cisco IOS Cisco Device]","10.97.18.220 (rou_320340_Europhil) [Cisco IOS Cisco Device]","","","Disponible","3"
"UNITED WINERIES","UNITED WINERIES","336014_UnitedWineries_cenicero","336014_UnitedWineries_cenicero","","","Disponible","3"
"UNIVERSIA TELESERVICIOS","UNIVERSIA TELESERVICIOS","Universia_337276","Universia_337276","","","Pausado","8"
"USATEBERRI S.L.U","USATEBERRI S.L.U","Antena_Cliente","Antena_Cliente","","","Disponible","3"
"USATEBERRI S.L.U","USATEBERRI S.L.U","F41995_USATEBERRI","F41995_USATEBERRI","","","Disponible","3"
"VALGAÑÓN METAL CABLE","VALGAÑÓN METAL CABLE","Valganon_711557","Valganon_711557","","","Disponible","3"
"VALLADOLID","VALLADOLID","AXACTOR_LICO_VALLADOLID","AXACTOR_LICO_VALLADOLID","","","Disponible","3"
"VALLADOLID","VALLADOLID","Geslico - CEA Valladolid II - radio netmetal","Geslico - CEA Valladolid II - radio netmetal","","","Disponible","3"
"VALLADOLID","VALLADOLID","CEA Valladolid II - Geslico - radio netmetal","CEA Valladolid II - Geslico - radio netmetal","","","Disponible","3"
"VALLEY DIGITAL","VALLEY DIGITAL","337322_Valley_100M_Ufinet","337322_Valley_100M_Ufinet","","","Disponible","3"
"VALLEY DIGITAL","VALLEY DIGITAL","337322_Valley_CR15ING","337322_Valley_CR15ING","","","Disponible","3"
"VALOR INDIRECTO","VALOR INDIRECTO","323571 Valor Indirecto Bckp 10M Abertis","323571 Valor Indirecto Bckp 10M Abertis","","","Disponible","3"
"VEGACOM","VEGACOM","216195 Vegacom cto FO 1Gbps ppal","216195 Vegacom cto FO 1Gbps ppal","","","Pausado (pausado por )","7"
"VESTA SUPPLIES, S.L.","VESTA SUPPLIES, S.L.","F42188_Vesta_Supplies","F42188_Vesta_Supplies","","","Disponible","3"
"VIDEO CADENA SUR","VIDEO CADENA SUR","swi_216023","swi_216023","","","Disponible","3"
"VIDEO CADENA SUR","VIDEO CADENA SUR","216023_Videocadenasur","216023_Videocadenasur","","","Disponible","3"
"VIDEOCAM PRODUCCIONES","VIDEOCAM PRODUCCIONES","AGW_mad_itx_01","AGW_mad_itx_01","","","Disponible","3"
"VIDEOCAM PRODUCCIONES","VIDEOCAM PRODUCCIONES","swi_216218 Videocam Producciones","swi_216218 Videocam Producciones","","","Disponible","3"
"Viding concesión alcántara","Viding concesión alcántara","Viding_100MUfinet_F33895 (Circuito 100M/100M FO - Viding concesión alcántara) [Cisco IOS Cisco Device]","Viding_100MUfinet_F33895 (Circuito 100M/100M FO - Viding concesión alcántara) [Cisco IOS Cisco Device]","","","Disponible","3"
"VIENEV COMUNICACIONES","VIENEV COMUNICACIONES","VIENEV_338659_20M (Airenetworks 431843)","VIENEV_338659_20M (Airenetworks 431843)","","","Disponible","3"
"VIRSON 200Mbps","VIRSON 200Mbps","CE Ricote - Virson","CE Ricote - Virson","","","Disponible","3"
"VIRSON 200Mbps","VIRSON 200Mbps","rou_281000_Virson","rou_281000_Virson","","","Disponible","3"
"VIRSON 200Mbps","VIRSON 200Mbps","sw281000_Virson","sw281000_Virson","","","Disponible","3"
"VIRSON 200Mbps","VIRSON 200Mbps","Virson - CE Ricote","Virson - CE Ricote","","","Disponible","3"
"VITROVAL","VITROVAL","Vitroval_332957","Vitroval_332957","","","Pausado","8"
"VIVISOL","VIVISOL","JLV_ARGANDA ppal","JLV_ARGANDA ppal","","","Disponible","3"
"VIVISOL","VIVISOL","329195 Vivisol Central BCK (cto Airenetworks)","329195 Vivisol Central BCK (cto Airenetworks)","","","Disponible","3"
"VIVISOL","VIVISOL","329195 Vivisol Sevilla MAIN (Eduardo Dato, 22)","329195 Vivisol Sevilla MAIN (Eduardo Dato, 22)","","","Disponible","3"
"VIVISOL","VIVISOL","329195 Vivisol Central PPAL (Cto ONO)(Sevilla, Parsi 4)","329195 Vivisol Central PPAL (Cto ONO)(Sevilla, Parsi 4)","","","Disponible","3"
"VIVISOL","VIVISOL","JLV_ARGANDA bckp","JLV_ARGANDA bckp","","","Disponible","3"
"VIVISOL","VIVISOL","Vivisol Barcelona LTE 20/20 Neo","Vivisol Barcelona LTE 20/20 Neo","","","Disponible","3"
"Vivisol Sevilla (Parsi4) Backup Radio Masmovil","Vivisol Sevilla (Parsi4) Backup Radio Masmovil","CEX Valencina - Vivisol","CEX Valencina - Vivisol","","","Disponible","3"
"Vivisol Sevilla (Parsi4) Backup Radio Masmovil","Vivisol Sevilla (Parsi4) Backup Radio Masmovil","Vivisol - CEX Valencina","Vivisol - CEX Valencina","","","Disponible","3"
"VLC WIFI SOLUTIONS","VLC WIFI SOLUTIONS","216395 VLC WIFI SOLUTIONS","216395 VLC WIFI SOLUTIONS","","","Disponible","3"
"VPN","VPN","VPN_sp_mad_C05","VPN_sp_mad_C05","","","Disponible","3"
"VPN","VPN","VPN_sp_mad_C06 (VPN6) [Cisco Device]","VPN_sp_mad_C06 (VPN6) [Cisco Device]","","","Disponible","3"
"VPN","VPN","VPN_sp_mad_C03 (VPN3)","VPN_sp_mad_C03 (VPN3)","","","Disponible","3"
"VPN","VPN","VPN_sp_mad_C04 (VPN4)","VPN_sp_mad_C04 (VPN4)","","","Disponible","3"
"WEB FINANCIAL GROUP","WEB FINANCIAL GROUP","337766_WEB_FINANCIAL_Sarenet_10M","337766_WEB_FINANCIAL_Sarenet_10M","","","Disponible","3"
"WICOMUR","WICOMUR","** (Wicomur - CE Hurchillo (Radio Esclava)) 10.97.255.4","** (Wicomur - CE Hurchillo (Radio Esclava)) 10.97.255.4","","","Disponible","3"
"WICOMUR","WICOMUR","Wicomur_336330 10.97.10.212","Wicomur_336330 10.97.10.212","","","Disponible","3"
"WICOMUR","WICOMUR","CE Hurchillo - Wicomur (Radio Maestra) 10.97.255.3","CE Hurchillo - Wicomur (Radio Maestra) 10.97.255.3","","","Disponible","3"
"WIFI SANCTI PETRI - Luis Sanchez Martin","WIFI SANCTI PETRI - Luis Sanchez Martin","swi_216372_LUIS_SANCHEZ (Swi_Luis_Sanchez_Martin)","swi_216372_LUIS_SANCHEZ (Swi_Luis_Sanchez_Martin)","","","Disponible","3"
"WIFI SANCTI PETRI - Luis Sanchez Martin","WIFI SANCTI PETRI - Luis Sanchez Martin","CEX San Cristobal - Sancti Petri","CEX San Cristobal - Sancti Petri","","","Disponible","3"
"WIFI SANCTI PETRI - Luis Sanchez Martin","WIFI SANCTI PETRI - Luis Sanchez Martin","216372_LUIS_SANCHEZ_MARTIN_400M","216372_LUIS_SANCHEZ_MARTIN_400M","","","Disponible","3"
"WIFI SANCTI PETRI - Luis Sanchez Martin","WIFI SANCTI PETRI - Luis Sanchez Martin","Host prueba LTE","Host prueba LTE","","","Disponible","3"
"WIFI SANCTI PETRI - Luis Sanchez Martin","WIFI SANCTI PETRI - Luis Sanchez Martin","Sancti Petri - CEX San Cristobal","Sancti Petri - CEX San Cristobal","","","Disponible","3"
"WIFIMUR","WIFIMUR","CE Hurchillo - Wifimur","CE Hurchillo - Wifimur","","","Disponible","3"
"WIFIMUR","WIFIMUR","Wifimur - CE Hurchillo","Wifimur - CE Hurchillo","","","Disponible","3"
"WIFIMUR","WIFIMUR","216365_Wifimur","216365_Wifimur","","","Disponible","3"
"WURTH INDUSTRIA ESPAÑA","WURTH INDUSTRIA ESPAÑA","1-2DS2O_WURTH (Circuito 100Mbps Fibra Adamo Barcelona) [Cisco IOS Cisco Device]","1-2DS2O_WURTH (Circuito 100Mbps Fibra Adamo Barcelona) [Cisco IOS Cisco Device]","","","Disponible","3"
"XABIER BERRA","XABIER BERRA","Antena cliente","Antena cliente","","","Disponible","3"
"XABIER BERRA","XABIER BERRA","337977 Xabier Berra CPE","337977 Xabier Berra CPE","","","Disponible","3"
"XTRA ÁTICA","XTRA ÁTICA","SERVIDOR PRTG","SERVIDOR PRTG","","","Disponible","3"
"XUPERA","XUPERA","328245_Trunksip","328245_Trunksip","","","Disponible","3"
"ZARANDONA PPAL","ZARANDONA PPAL","r265000_ZarandonaTv_PPAL","r265000_ZarandonaTv_PPAL","","","Disponible","3"
"ZARANDONA PPAL","ZARANDONA PPAL","s265000_ZarandonaTv","s265000_ZarandonaTv","","","Disponible","3"
"Zertia 1-ARH9D","Zertia 1-ARH9D","rou_1-ARH9D_Zertia_Sesgarrigues","rou_1-ARH9D_Zertia_Sesgarrigues","","","Disponible","3"
"Zertia 1-ARH9D","Zertia 1-ARH9D","Zertia Equipo cliente madrid","Zertia Equipo cliente madrid","","","Disponible","3"
"Zertia 1-ARH9D","Zertia 1-ARH9D","Zertia Pobla Claramunt (Aire Networks)","Zertia Pobla Claramunt (Aire Networks)","","","Disponible","3"
"Zertia 1-ARH9D","Zertia 1-ARH9D","Zertia Collbató - PTP 10Mbps- Airenetworks","Zertia Collbató - PTP 10Mbps- Airenetworks","","","Disponible","3"
"Zertia 1-ARH9D","Zertia 1-ARH9D","ZERTIA_1-ARH9D_Toledo (1-ARH9D_ZERTIA TELECOM(TOLEDO)) [Cisco IOS Cisco Device]","ZERTIA_1-ARH9D_Toledo (1-ARH9D_ZERTIA TELECOM(TOLEDO)) [Cisco IOS Cisco Device]","","","Disponible","3"
"Zertia 1-ARH9D","Zertia 1-ARH9D","Zertia Central Madrid","Zertia Central Madrid","","","Disponible","3"
"ZOOPLUS","ZOOPLUS","331012_ZooPlus_100M (rou_331012_Zooplus) [Cisco Device]","331012_ZooPlus_100M (rou_331012_Zooplus) [Cisco Device]","","","Disponible","3"
"ZUBIZARRETA CONSULTING","ZUBIZARRETA CONSULTING","F33286 Zubizarreta Consulting FTTH 10M Sarenet","F33286 Zubizarreta Consulting FTTH 10M Sarenet","","","Disponible","3"
"ZUBIZARRETA CONSULTING","ZUBIZARRETA CONSULTING","F33286_ZUBIZARRETA(San_Antonio)","F33286_ZUBIZARRETA(San_Antonio)","","","Disponible","3"
"ZUNIBAL","ZUNIBAL","1-8BJUD Zunibal 300M ppal FTTH Sarenet","1-8BJUD Zunibal 300M ppal FTTH Sarenet","","","Disponible","3"
"ZUNIBAL","ZUNIBAL","1-8BJUD Zunibal 300M backup LTE","1-8BJUD Zunibal 300M backup LTE","","","Disponible","3"
