"Grupo","Grupo(RAW)","Aparato","Aparato(RAW)","Sensor","Sensor(RAW)","Estado","Estado(RAW)"
"AUTOCARES AGARBUS","AUTOCARES AGARBUS","325800_AGARBUS_REY_JUAN_CARLOS (DATOS)","325800_AGARBUS_REY_JUAN_CARLOS (DATOS)","","","Disponible","3"
"AUTOCARES AGARBUS","AUTOCARES AGARBUS","325800_AVENA_(DATOS)","325800_AVENA_(DATOS)","","","Disponible","3"
"AUTOCARES AGARBUS","AUTOCARES AGARBUS","325800_AVENA (VOZ)","325800_AVENA (VOZ)","","","Disponible","3"
"AUTOCARES AGARBUS","AUTOCARES AGARBUS","325800_AGARBUS_TOLEDO","325800_AGARBUS_TOLEDO","","","Disponible","3"
"AUTOCARES AGARBUS","AUTOCARES AGARBUS","325800_AGARBUS_REY_JUAN_CARLOS (VOZ)","325800_AGARBUS_REY_JUAN_CARLOS (VOZ)","","","Disponible","3"
"AUXILIAR DE FIRMES Y CARRETERAS","AUXILIAR DE FIRMES Y CARRETERAS","Auxiliar Firmes y Carreteras (338487_10Mb Airenetworks)","Auxiliar Firmes y Carreteras (338487_10Mb Airenetworks)","","","Disponible","3"
"AVIANCA","AVIANCA","314283_Avianca","314283_Avianca","","","Disponible","3"
"AXION_MARBELLA","AXION_MARBELLA","AGW_MARB_01","AGW_MARB_01","","","Pausado (pausado por )","7"
"AXION_MIJAS","AXION_MIJAS","330884 Aut. Portuaria Málaga","330884 Aut. Portuaria Málaga","","","Disponible","3"
"AXION_MIJAS","AXION_MIJAS","331574_SectorAlarm","331574_SectorAlarm","","","Disponible","3"
"AXION_MIJAS","AXION_MIJAS","324789_Mayoral","324789_Mayoral","","","Disponible","3"
"AXION_MIJAS","AXION_MIJAS","AGW_MAL_AX_01 Axion Mijas","AGW_MAL_AX_01 Axion Mijas","","","Pausado","8"
"AXPO","AXPO","F33464 Axpo Iberia_Castellana 95_PPAL 100M Ufinet","F33464 Axpo Iberia_Castellana 95_PPAL 100M Ufinet","","","Disponible","3"
"AXPO","AXPO","F33464_AXPO_FTTH_300M (F33464 Axpo Iberica_Castellana 95_BCK FTTH 300M BT) [Cisco IOS Cisco Device]","F33464_AXPO_FTTH_300M (F33464 Axpo Iberica_Castellana 95_BCK FTTH 300M BT) [Cisco IOS Cisco Device]","","","Disponible","3"
"AZERCA","AZERCA","Azerca_328068_30Mb (328068_AZERCA) [Cisco IOS Cisco Device]","Azerca_328068_30Mb (328068_AZERCA) [Cisco IOS Cisco Device]","","","Pausado","8"
"BAEPER INVESTMENTS","BAEPER INVESTMENTS","ccSF33050 BAEPER INVESTMENTS FTTH 10M Sarenet","ccSF33050 BAEPER INVESTMENTS FTTH 10M Sarenet","","","Pausado","8"
"BAKER TILLY","BAKER TILLY","FTTH_212.230.124.131 [Webserver]","FTTH_212.230.124.131 [Webserver]","","","Disponible","3"
"BAKER TILLY IBERIA, S.L.","BAKER TILLY IBERIA, S.L.","F33367_BAKER_TILLY_IBERIA","F33367_BAKER_TILLY_IBERIA","","","Disponible","3"
"BCN TRASVASES S.L.","BCN TRASVASES S.L.","BCN_TRASVASES (326387 BCN TRASVASES) [Cisco IOS Cisco Device]","BCN_TRASVASES (326387 BCN TRASVASES) [Cisco IOS Cisco Device]","","","Pausado","8"
"BELGICAST","BELGICAST","337027_Belgicast_#4512","337027_Belgicast_#4512","","","Disponible","3"
"BI ERROTA","BI ERROTA","338303_BI ERROTA_antena","338303_BI ERROTA_antena","","","Disponible","3"
"BI ERROTA","BI ERROTA","338303_BI ERROTA_router","338303_BI ERROTA_router","","","Disponible","3"
"Bidasoa Oarsoko Industrialdea Sa","Bidasoa Oarsoko Industrialdea Sa","338959_Bidasoa_Oarsoko_Industrialdea","338959_Bidasoa_Oarsoko_Industrialdea","","","Pausado","8"
"Bidasoa Oarsoko Industrialdea Sa","Bidasoa Oarsoko Industrialdea Sa","338959_Bidasoa_oarsoko_Industrialdea","338959_Bidasoa_oarsoko_Industrialdea","","","Disponible","3"
"BIGUNTEK 2046 SL","BIGUNTEK 2046 SL","337987_Biguntek","337987_Biguntek","","","Disponible","3"
"BIKOTEK_TELECOMUNICACIONES","BIKOTEK_TELECOMUNICACIONES","BIKOTEK_TELECOMUNICACIONES (router)","BIKOTEK_TELECOMUNICACIONES (router)","","","Disponible","3"
"BION LOGISTICA Y TRANSPORTE SL","BION LOGISTICA Y TRANSPORTE SL","F39675_antenacliente","F39675_antenacliente","","","Disponible","3"
"BION LOGISTICA Y TRANSPORTE SL","BION LOGISTICA Y TRANSPORTE SL","F39675_routercliente","F39675_routercliente","","","Disponible","3"
"BIOSOL PRODUCTOS NATURALES","BIOSOL PRODUCTOS NATURALES","338356_Biosol","338356_Biosol","","","Disponible","3"
"BLAUVERD","BLAUVERD","Blauverd FTTH BT","Blauverd FTTH BT","","","Disponible","3"
"BOLTIER","BOLTIER","334454 Boltier 300M FTTH TESA","334454 Boltier 300M FTTH TESA","","","Pausado","8"
"BONNIER LINE S.L.","BONNIER LINE S.L.","BONNIER_334983_Neo_10M (C334983_BONNIER_LINE) [Cisco IOS Cisco Device]","BONNIER_334983_Neo_10M (C334983_BONNIER_LINE) [Cisco IOS Cisco Device]","","","Disponible","3"
"BORJA ZUBIAURRE BERMEJO Y OTRO CB","BORJA ZUBIAURRE BERMEJO Y OTRO CB","F40116_Borja_Zubiaurre_Bermejo_y_Otro","F40116_Borja_Zubiaurre_Bermejo_y_Otro","","","Disponible","3"
"BOSLAN","BOSLAN","rou_F40059_Bolsan (Rou_Boslan_Colt(100Mb)) [Cisco IOS Cisco Device]","rou_F40059_Bolsan (Rou_Boslan_Colt(100Mb)) [Cisco IOS Cisco Device]","","","Disponible","3"
"BPO SOLUTIONS SPAIN","BPO SOLUTIONS SPAIN","F42016 BPO SOLUTIONS LTE Backup","F42016 BPO SOLUTIONS LTE Backup","","","Pausado","8"
"BRITISH COUNCIL","BRITISH COUNCIL","323719_British_Council","323719_British_Council","","","Disponible","3"
"BULTZAKI","BULTZAKI","C337551 - Bultzaki","C337551 - Bultzaki","","","Pausado","8"
"BULTZAKI","BULTZAKI","Bultzaki_SL_VITORIA_FTTH","Bultzaki_SL_VITORIA_FTTH","","","Disponible","3"
"BULTZAKI","BULTZAKI","337751_BULTZAKI (Bultzaki_SL_VITORIA_SUBRED_Publica) [Cisco IOS ADSL Cisco Device]","337751_BULTZAKI (Bultzaki_SL_VITORIA_SUBRED_Publica) [Cisco IOS ADSL Cisco Device]","","","Disponible","3"
"BURNEI2","BURNEI2","FTTH_331514_Backup (Burnei FTTH backup) [Cisco IOS Cisco Device]","FTTH_331514_Backup (Burnei FTTH backup) [Cisco IOS Cisco Device]","","","Disponible","3"
"BURNEI2","BURNEI2","FTTH_331514_Principal (Burnei FTTH Principal) [Cisco IOS Cisco Device]","FTTH_331514_Principal (Burnei FTTH Principal) [Cisco IOS Cisco Device]","","","Disponible","3"
"BUSINESS PROCESS AND CONSULTING","BUSINESS PROCESS AND CONSULTING","BUSINESS_PROCESS_CONSULTING_30M_Radio_336387","BUSINESS_PROCESS_CONSULTING_30M_Radio_336387","","","Disponible","3"
"BUSINESS PROCESS AND CONSULTING","BUSINESS PROCESS AND CONSULTING","128.65.152.168 (BUSINESS PROCESS AND CONSULTING 40M (RONDA))","128.65.152.168 (BUSINESS PROCESS AND CONSULTING 40M (RONDA))","","","Disponible","3"
"BUSINESS SOLUTION CONSULTORES","BUSINESS SOLUTION CONSULTORES","318784_BUSINESS_SOLUTION_10M","318784_BUSINESS_SOLUTION_10M","","","Disponible","3"
"BYCO","BYCO","F40162 BYCO 200M Ufinet","F40162 BYCO 200M Ufinet","","","Pausado","8"
"Cable Aznalcazar","Cable Aznalcazar","rou_215054_Aznalcazar","rou_215054_Aznalcazar","","","Disponible","3"
"cableop Entice","cableop Entice","ENSINCA _216058","ENSINCA _216058","","","Pausado (pausado)","7"
"cableop Entice","cableop Entice","EURONA_323064_3","EURONA_323064_3","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_YECLA2_293000","CABLEOPERADOR_YECLA2_293000","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_CABLEMEL_216049","CABLEOPERADOR_CABLEMEL_216049","","","Pausado (pausado)","7"
"cableop Entice","cableop Entice","NOSTRACOM_216100","NOSTRACOM_216100","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_LA_PUEBLA_215014","CABLEOPERADOR_LA_PUEBLA_215014","","","Pausado (pausado)","7"
"cableop Entice","cableop Entice","TORRE TV ANTENA _216038","TORRE TV ANTENA _216038","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_PILAR_216087","CABLEOPERADOR_PILAR_216087","","","Disponible","3"
"cableop Entice","cableop Entice","RUSCABLE_216060","RUSCABLE_216060","","","Disponible","3"
"cableop Entice","cableop Entice","EURONA_323064_2","EURONA_323064_2","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_MORON_C215015","CABLEOPERADOR_MORON_C215015","","","Disponible","3"
"cableop Entice","cableop Entice","EURONA_323064_1","EURONA_323064_1","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_MARCHENA_215013","CABLEOPERADOR_MARCHENA_215013","","","Pausado (pausado)","7"
"cableop Entice","cableop Entice","CABLEOPERADOR_ABARAN_296000","CABLEOPERADOR_ABARAN_296000","","","Pausado (pausado)","7"
"cableop Entice","cableop Entice","CABLEOPERADOR_TELEREDOVA_C238000","CABLEOPERADOR_TELEREDOVA_C238000","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_DONJIMENO_215066","CABLEOPERADOR_DONJIMENO_215066","","","Pausado (pausado)","7"
"cableop Entice","cableop Entice","CABLEOPERADOR_DENIA_248000","CABLEOPERADOR_DENIA_248000","","","Pausado (pausado)","7"
"cableop Entice","cableop Entice","OPENOR_215077","OPENOR_215077","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_CREVISION_264000","CABLEOPERADOR_CREVISION_264000","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_TELECARTA_221000","CABLEOPERADOR_TELECARTA_221000","","","Disponible","3"
"cableop Entice","cableop Entice","HERRERA_216037_test","HERRERA_216037_test","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_ZARANDONA_C265000","CABLEOPERADOR_ZARANDONA_C265000","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_TELEBULLAS_216018","CABLEOPERADOR_TELEBULLAS_216018","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_CABEZO_240000","CABLEOPERADOR_CABEZO_240000","","","Pausado (pausado)","7"
"cableop Entice","cableop Entice","CABLEOPERADOR_CABEZO_216085","CABLEOPERADOR_CABEZO_216085","","","Pausado (pausado)","7"
"cableop Entice","cableop Entice","CABLEOPERADOR_CANAL_TV_C215005","CABLEOPERADOR_CANAL_TV_C215005","","","Pausado (pausado)","7"
"cableop Entice","cableop Entice","ONLYCABLE_AGUILAS_216107","ONLYCABLE_AGUILAS_216107","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_VIRSON_C281000","CABLEOPERADOR_VIRSON_C281000","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_BENEJUZAR_C270000","CABLEOPERADOR_BENEJUZAR_C270000","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_ANDEVALOTV_275000","CABLEOPERADOR_ANDEVALOTV_275000","","","Pausado (pausado)","7"
"cableop Entice","cableop Entice","SANTIAGO_ARENOS6_216000_1","SANTIAGO_ARENOS6_216000_1","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_TVCBLANCA_C215002","CABLEOPERADOR_TVCBLANCA_C215002","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_AZNALCAZAR_215054","CABLEOPERADOR_AZNALCAZAR_215054","","","Pausado (pausado)","7"
"cableop Entice","cableop Entice","SANTIAGO_ARENOS7_216000","SANTIAGO_ARENOS7_216000","","","Disponible","3"
"cableop Entice","cableop Entice","TV CABLE_PONCE_295000","TV CABLE_PONCE_295000","","","Disponible","3"
"cableop Entice","cableop Entice","HNOS_PONCE_215078","HNOS_PONCE_215078","","","Disponible","3"
"cableop Entice","cableop Entice","BROADBAND_COSTABLANCA_246000_1","BROADBAND_COSTABLANCA_246000_1","","","Disponible","3"
"cableop Entice","cableop Entice","BROADBAND_COSTABLANCA_246000","BROADBAND_COSTABLANCA_246000","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_PETREL_C215008","CABLEOPERADOR_PETREL_C215008","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_NOV_MONFT_215004","CABLEOPERADOR_NOV_MONFT_215004","","","Pausado (pausado)","7"
"cableop Entice","cableop Entice","CABLEOPERADOR_NOVELDA_229000","CABLEOPERADOR_NOVELDA_229000","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_MONOVAR_289000","CABLEOPERADOR_MONOVAR_289000","","","Pausado (pausado)","7"
"cableop Entice","cableop Entice","CABLEOPERADOR_258000_SKYNET","CABLEOPERADOR_258000_SKYNET","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_NOVELDA3_229000","CABLEOPERADOR_NOVELDA3_229000","","","Disponible","3"
"cableop Entice","cableop Entice","CABLEOPERADOR_ELDA_289000","CABLEOPERADOR_ELDA_289000","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","DATOS_Y_VOZ_EN_CUALQUIER_LUGAR_216165","DATOS_Y_VOZ_EN_CUALQUIER_LUGAR_216165","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","CANAL_POZUELO_216096","CANAL_POZUELO_216096","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","VCNERVA_216136","VCNERVA_216136","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","LOJA_TV_216073_62.82.32.230","LOJA_TV_216073_62.82.32.230","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","ARMILLA_216116","ARMILLA_216116","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","LOJA_TV_216073","LOJA_TV_216073","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","OPENOR_CARBALLINO_216151_91.117.248.189","OPENOR_CARBALLINO_216151_91.117.248.189","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","Aracena_216051_178.156.31.139","Aracena_216051_178.156.31.139","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","Aracena_216051","Aracena_216051","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","FIBRA_OPTICA_ANDALUCIA_216137","FIBRA_OPTICA_ANDALUCIA_216137","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","SOLIACABLE_216147","SOLIACABLE_216147","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","OPENOR_CARBANILLO_216151","OPENOR_CARBANILLO_216151","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","LA_SENIA_216024_2","LA_SENIA_216024_2","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","AGO_TELECOM_216176","AGO_TELECOM_216176","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","TELECOM_CEHEGUIN_216175","TELECOM_CEHEGUIN_216175","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","CABLEWORLD_NUEVO_216203","CABLEWORLD_NUEVO_216203","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","SOLIS_MULTIMEDIA_(NUEVO)_216202","SOLIS_MULTIMEDIA_(NUEVO)_216202","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","WIMAX_ONLINE_216177_5.34.150.49","WIMAX_ONLINE_216177_5.34.150.49","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","MULTICOMUNICACIONES_DEL_SURESTE_216174","MULTICOMUNICACIONES_DEL_SURESTE_216174","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","TRUNK_CABLE_(PRUEBAS)_216187","TRUNK_CABLE_(PRUEBAS)_216187","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","LA_SENIA_216178","LA_SENIA_216178","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","TELPLEY_(NUEVO_CODIGO)_216214","TELPLEY_(NUEVO_CODIGO)_216214","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","APFUTURA_216209","APFUTURA_216209","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","TELE_SATELITE_MAZARON_216135","TELE_SATELITE_MAZARON_216135","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","VIDEOCAM_PRODUCCIONES_216218","VIDEOCAM_PRODUCCIONES_216218","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","WIPZONA_NETWORK_216184","WIPZONA_NETWORK_216184","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","VEGACON_INTERNET_SERVICES_216195","VEGACON_INTERNET_SERVICES_216195","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","OPERIAX_DIFUSION_216212","OPERIAX_DIFUSION_216212","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","TELCIA_COMUNICACIONES_216211","TELCIA_COMUNICACIONES_216211","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","DANIEL_MORENO_FERIA_","DANIEL_MORENO_FERIA_","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","GEMMA_CUELLAR_DIAZ_216035","GEMMA_CUELLAR_DIAZ_216035","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","OPENOR_AS_PONTES_215077","OPENOR_AS_PONTES_215077","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","VISO_VISION_216162","VISO_VISION_216162","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","A2Z_TELECOMUNICACIONES_216156","A2Z_TELECOMUNICACIONES_216156","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","DATOS_Y_VOZ_EN_CUALQUIER_LUGAR_216165","DATOS_Y_VOZ_EN_CUALQUIER_LUGAR_216165","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","SERVICIO_ INTEGRALES_POR_CABLE_298000","SERVICIO_ INTEGRALES_POR_CABLE_298000","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","VISO_VISION_236000","VISO_VISION_236000","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","CORPORACION_MENORQUINA_216170","CORPORACION_MENORQUINA_216170","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","CORPORACION_MENORQUINA_216170_46.18.43.2","CORPORACION_MENORQUINA_216170_46.18.43.2","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","INTERFIBRA_TELECOMUNICACIONES_216171_176.100.213.18","INTERFIBRA_TELECOMUNICACIONES_216171_176.100.213.18","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","INTERFIBRA_TELECOMUNICACIONES_216171","INTERFIBRA_TELECOMUNICACIONES_216171","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","TELERUTE_216167","TELERUTE_216167","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","OPENOR_AS_PONTES_215077_91.116.136.15","OPENOR_AS_PONTES_215077_91.116.136.15","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","INSTALACIONES_Y_SERVICIOS_MOWITEL_216164","INSTALACIONES_Y_SERVICIOS_MOWITEL_216164","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","LECRIN_TELEVISION_216008","LECRIN_TELEVISION_216008","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","TELECABLE_MOLINA_216097","TELECABLE_MOLINA_216097","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","INDALOTV_277000","INDALOTV_277000","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","TCD_PALOS_254000","TCD_PALOS_254000","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","SANTA_POLA_273000","SANTA_POLA_273000","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","TDC_HUELVA_245000","TDC_HUELVA_245000","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","GRANACABLE_239000","GRANACABLE_239000","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","CABLEX_216001","CABLEX_216001","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","CABLE_CANAL_TV_216210","CABLE_CANAL_TV_216210","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","LA_CAMPANA_215085","LA_CAMPANA_215085","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","CORIA_223000","CORIA_223000","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","TVALMANSA_286000","TVALMANSA_286000","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","SANTA_POLA_273000_1","SANTA_POLA_273000_1","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","UTRERA_280000_1","UTRERA_280000_1","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","TELECABLE_LAS_TORRES_215076","TELECABLE_LAS_TORRES_215076","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","CARTAYA_215071","CARTAYA_215071","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","TV_TRUJILLO_215070","TV_TRUJILLO_215070","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","DAIMIEL_TV_233000","DAIMIEL_TV_233000","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","CARTAGO_NOVA_BROADCAST_215083","CARTAGO_NOVA_BROADCAST_215083","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","BROADBAND_COSTABLANCA_246000","BROADBAND_COSTABLANCA_246000","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","PALMA_DEL_RIO_215060","PALMA_DEL_RIO_215060","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","EPROSUR_256000","EPROSUR_256000","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","CABEZAS_259000","CABEZAS_259000","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","EPROSUR_256000_1","EPROSUR_256000_1","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","DENIA_216128","DENIA_216128","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","MANUEL_SOLIS_GONZALEZ_216080","MANUEL_SOLIS_GONZALEZ_216080","","","Pausado (pausado)","7"
"cableop Kamailio","cableop Kamailio","EPILA_216002","EPILA_216002","","","Pausado (pausado)","7"
